Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
20.07.10,Грибы,Кладоспориум,3400,Активное спрообразование
20.07.10,Грибы,Альтернария,560,
12.07.10,Хвойные деревья,Сосна,5,
12.07.10,Злаки,Злаки,160,
12.07.10,Сорняки,Маревые,300,
12.07.10,Сорняки,Подорожник,340,
12.07.10,Сорняки,Крапива,750,
12.07.10,Сорняки,Полынь,1010,
12.07.10,Грибы,Кладоспориум,6010,
12.07.10,Грибы,Альтернария,480,
05.07.10,Хвойные деревья,Сосна,20,
05.07.10,Злаки,Злаки,301,
05.07.10,Сорняки,Маревые,134,
05.07.10,Сорняки,Крапива,160,
05.07.10,Грибы,Кладоспориум,2045,
05.07.10,Грибы,Альтернария,600,
28.06.10,Хвойные деревья,Сосна,10,
28.06.10,Злаки,Злаки,170,
28.06.10,Сорняки,Маревые,110,
28.06.10,Сорняки,Подорожник,200,
28.06.10,Сорняки,Щавель,30,
28.06.10,Сорняки,Крапива,230,
28.06.10,Грибы,Кладоспориум,4500,
28.06.10,Грибы,Альтернария,370,
21.06.10,Злаки,Злаки,450,
21.06.10,Сорняки,Маревые,200,
16.06.10,Лиственные деревья,Липа,400,
16.06.10,Хвойные деревья,Ель,30,
16.06.10,Хвойные деревья,Сосна,80,
16.06.10,Злаки,Злаки,2300,
16.06.10,Сорняки,Маревые,1500,
16.06.10,Сорняки,Крапива,50,
16.06.10,Сорняки,Полынь,230,
16.06.10,Грибы,Кладоспориум,300,концентрация спор уменьшилась
14.06.10,Хвойные деревья,Сосна,160,
14.06.10,Злаки,Злаки,1500,
14.06.10,Сорняки,Маревые,200,
14.06.10,Сорняки,Крапива,800,
14.06.10,Сорняки,Полынь,130,
14.06.10,Грибы,Кладоспориум,800,
11.06.10,Лиственные деревья,Дуб,10,
11.06.10,Лиственные деревья,Липа,120,
11.06.10,Хвойные деревья,Ель,100,
11.06.10,Хвойные деревья,Сосна,140,
11.06.10,Злаки,Злаки,310,
11.06.10,Сорняки,Маревые,40,
11.06.10,Сорняки,Крапива,30,
11.06.10,Сорняки,Полынь,20,
11.06.10,Грибы,Кладоспориум,1500,
09.06.10,Лиственные деревья,Липа,69,
09.06.10,Хвойные деревья,Ель,12,
09.06.10,Хвойные деревья,Сосна,120,
09.06.10,Злаки,Злаки,230,
09.06.10,Сорняки,Маревые,90,
09.06.10,Сорняки,Подорожник,20,
09.06.10,Сорняки,Крапива,10,
09.06.10,Сорняки,Полынь,30,
09.06.10,Грибы,Кладоспориум,3000,
07.06.10,Лиственные деревья,Липа,20,Занос пыльцы из предгорий
07.06.10,Хвойные деревья,Ель,140,
07.06.10,Хвойные деревья,Сосна,130,
07.06.10,Злаки,Злаки,210,
07.06.10,Сорняки,Маревые,90,
07.06.10,Сорняки,Крапива,120,
07.06.10,Сорняки,Полынь,70,
07.06.10,Грибы,Кладоспориум,30,
07.06.10,Грибы,Альтернария,6,
04.06.10,Лиственные деревья,Липа,26,
04.06.10,Хвойные деревья,Ель,120,
04.06.10,Хвойные деревья,Сосна,170,
04.06.10,Злаки,Злаки,150,
04.06.10,Сорняки,Маревые,80,
04.06.10,Сорняки,Полынь,40,
04.06.10,Грибы,Кладоспориум,70,
31.05.10,Лиственные деревья,Липа,149,
31.05.10,Хвойные деревья,Ель,70,
31.05.10,Хвойные деревья,Сосна,100,
31.05.10,Злаки,Злаки,130,
31.05.10,Сорняки,Маревые,170,
31.05.10,Сорняки,Подорожник,9,
31.05.10,Сорняки,Щавель,39,
31.05.10,Сорняки,Крапива,100,
31.05.10,Сорняки,Полынь,49,
28.05.10,Лиственные деревья,Дуб,70,
28.05.10,Лиственные деревья,Липа,49,
28.05.10,Хвойные деревья,Ель,50,
28.05.10,Хвойные деревья,Сосна,80,
28.05.10,Злаки,Злаки,306,
28.05.10,Сорняки,Маревые,298,
28.05.10,Сорняки,Крапива,100,
28.05.10,Сорняки,Полынь,9,
28.05.10,Лиственные деревья,--Название--,0,
24.05.10,Лиственные деревья,Береза,24,
24.05.10,Лиственные деревья,Дуб,71,
24.05.10,Лиственные деревья,Липа,50,
24.05.10,Злаки,Злаки,300,
24.05.10,Сорняки,Маревые,180,
24.05.10,Сорняки,Подорожник,120,
24.05.10,Сорняки,Щавель,170,
24.05.10,Сорняки,Крапива,34,
24.05.10,Сорняки,Полынь,49,
24.05.10,Грибы,Кладоспориум,139,
21.05.10,Лиственные деревья,Дуб,69,
21.05.10,Лиственные деревья,Липа,38,
21.05.10,Хвойные деревья,Сосна,190,
21.05.10,Злаки,Злаки,620,
21.05.10,Сорняки,Маревые,80,
21.05.10,Сорняки,Подорожник,89,
21.05.10,Сорняки,Щавель,120,
21.05.10,Сорняки,Крапива,24,
21.05.10,Грибы,Кладоспориум,39,
18.05.10,Лиственные деревья,Береза,17,
18.05.10,Лиственные деревья,Клен,89,
18.05.10,Лиственные деревья,Дуб,28,
18.05.10,Лиственные деревья,Липа,78,
18.05.10,Хвойные деревья,Сосна,56,
18.05.10,Злаки,Злаки,120,
18.05.10,Сорняки,Маревые,49,
18.05.10,Сорняки,Подорожник,170,
18.05.10,Сорняки,Щавель,87,
18.05.10,Сорняки,Крапива,139,
15.05.10,Лиственные деревья,Береза,24,
15.05.10,Лиственные деревья,Клен,12,
15.05.10,Лиственные деревья,Дуб,70,
15.05.10,Лиственные деревья,Липа,12,
15.05.10,Хвойные деревья,Сосна,190,
15.05.10,Злаки,Злаки,240,
15.05.10,Сорняки,Маревые,80,
15.05.10,Сорняки,Подорожник,160,
15.05.10,Сорняки,Щавель,170,
15.05.10,Сорняки,Крапива,100,
15.05.10,Сорняки,Полынь,47,
15.05.10,Грибы,Кладоспориум,169,
15.05.10,Грибы,Альтернария,12,
14.05.10,Лиственные деревья,Орешник,25,
14.05.10,Лиственные деревья,Тополь,8,
14.05.10,Лиственные деревья,Береза,200,
14.05.10,Лиственные деревья,Клен,90,
14.05.10,Лиственные деревья,Вяз,70,
14.05.10,Лиственные деревья,Ива,280,
14.05.10,Лиственные деревья,Дуб,310,
14.05.10,Лиственные деревья,Липа,20,
14.05.10,Хвойные деревья,Ель,10,
14.05.10,Хвойные деревья,Сосна,14,
14.05.10,Злаки,Злаки,124,
14.05.10,Сорняки,Маревые,150,
14.05.10,Сорняки,Подорожник,490,
14.05.10,Сорняки,Крапива,400,
14.05.10,Сорняки,Полынь,39,
07.05.10,Лиственные деревья,Ольха,4,"Слабое пыление, занос из предгорий и северных регионов"
07.05.10,Лиственные деревья,Орешник,0.36,Вторичный занос пыльцевых зерен из предгорий В регионе КМВ пыление орешника закончилось
07.05.10,Лиственные деревья,Тополь,6,Цветение тополя закончилось
07.05.10,Лиственные деревья,Береза,101,Концентация пыльцы березы снизилось
07.05.10,Лиственные деревья,Клен,58,Продолжается цветение клена платановидного
07.05.10,Лиственные деревья,Вяз,0.23,Вяз закончил свое цветение
07.05.10,Лиственные деревья,Ясень,87,Продолжается цветение ясеня
07.05.10,Лиственные деревья,Ива,39,Продолжается цветение отдельных видов ивы
07.05.10,Лиственные деревья,Дуб,122,Активное цветение дуба
07.05.10,Хвойные деревья,Ель,35,Началось активное цветение хвойных
07.05.10,Хвойные деревья,Сосна,23,Появилась пыльца сосны
07.05.10,Злаки,Злаки,28,Внекоторых участках особенно хорошо прогреваемых солнцем началось цветение злаковых трав
07.05.10,Сорняки,Маревые,6,появились маревые
07.05.10,Сорняки,Крапива,10,Появились пыльцевые зерна крапивы
07.05.10,Грибы,Кладоспориум,4,Спорообразование слабое
30.04.10,Лиственные деревья,Тополь,70,
30.04.10,Лиственные деревья,Береза,80,
30.04.10,Лиственные деревья,Клен,270,
30.04.10,Лиственные деревья,Вяз,58,
30.04.10,Лиственные деревья,Ива,70,
30.04.10,Лиственные деревья,--Название--,0,
26.04.10,Лиственные деревья,Ольха,10,"Имеются единичные пыльцевые зерна, заносятся из северных регионов и предгорий"
26.04.10,Лиственные деревья,Орешник,100,Активное цветение орешника
26.04.10,Лиственные деревья,Тополь,60,
26.04.10,Лиственные деревья,Береза,120,
26.04.10,Лиственные деревья,Клен,380,
26.04.10,Лиственные деревья,Вяз,30,
26.04.10,Лиственные деревья,Ива,10,Началась цветение ивы
26.04.10,Лиственные деревья,Липа,10,
26.04.10,Грибы,Кладоспориум,38,
26.04.10,Грибы,Альтернария,12,
23.04.10,Лиственные деревья,Ольха,26,"ЦВЕТЕНИЕ заканчивается, занос пыльцы из предгорий"
23.04.10,Лиственные деревья,Орешник,32,
23.04.10,Лиственные деревья,Тополь,146,
23.04.10,Лиственные деревья,Береза,309,Активное цветение березы
23.04.10,Лиственные деревья,Вяз,207,
23.04.10,Лиственные деревья,Ива,148,
23.04.10,Грибы,Кладоспориум,68,
23.04.10,Грибы,Альтернария,32,
16.04.10,Лиственные деревья,Ольха,120,занос пыльцы из северных регионов
16.04.10,Лиственные деревья,Орешник,79,
16.04.10,Лиственные деревья,Тополь,310,
16.04.10,Лиственные деревья,Береза,485,Период активного цветения
16.04.10,Лиственные деревья,Клен,122,Началась активное цветение клена
16.04.10,Лиственные деревья,Вяз,378,
16.04.10,Лиственные деревья,Ясень,69,
16.04.10,Лиственные деревья,Ива,89,
16.04.10,Лиственные деревья,Дуб,10,Из южных регионов
16.04.10,Грибы,Кладоспориум,230,
16.04.10,Грибы,Альтернария,40,
16.04.10,Лиственные деревья,--Название--,0,
14.04.10,Лиственные деревья,Ольха,304,
14.04.10,Лиственные деревья,Орешник,239,
14.04.10,Лиственные деревья,Тополь,136,
14.04.10,Лиственные деревья,Береза,639,
14.04.10,Лиственные деревья,Клен,186,
14.04.10,Лиственные деревья,Вяз,560,
14.04.10,Лиственные деревья,Ясень,208,
14.04.10,Лиственные деревья,Ива,71,Начала цвести ива
14.04.10,Грибы,Кладоспориум,129,
14.04.10,Грибы,Альтернария,56,
14.04.10,Лиственные деревья,--Название--,0,
13.04.10,Лиственные деревья,Ольха,136,
13.04.10,Лиственные деревья,Орешник,118,
13.04.10,Лиственные деревья,Тополь,234,
13.04.10,Лиственные деревья,Береза,122,
13.04.10,Лиственные деревья,Клен,59,
13.04.10,Лиственные деревья,Вяз,36,
13.04.10,Грибы,Кладоспориум,136,
13.04.10,Грибы,Альтернария,59,
12.04.10,Лиственные деревья,--Название--,0,
12.04.10,Лиственные деревья,--Название--,0,
